attribute_value,ngram,count
a middle-aged person,facing systems,3
a middle-aged person,fact sender,3
a middle-aged person,fake login,3
a middle-aged person,following behaviors,3
a middle-aged person,gain espionage,3
a middle-aged person,gain individual,3
a middle-aged person,gain primary,3
a middle-aged person,gained initial,3
a middle-aged person,good understanding,3
a middle-aged person,high value,3
a middle-aged person,impersonating trusted,3
a middle-aged person,incident involving,3
a middle-aged person,include financial,3
a middle-aged person,individual motivated,3
a middle-aged person,infer behavior,3
a middle-aged person,information personal,3
a middle-aged person,information social,3
a middle-aged person,initial contact,3
a middle-aged person,internet facing,3
a middle-aged person,involve following,3
a middle-aged person,leaked sensitive,3
a middle-aged person,legitimate access,3
a middle-aged person,level technical,3
a middle-aged person,login pages,3
a middle-aged person,malicious activities,3
a middle-aged person,malware deployment,3
a middle-aged person,malware payload,3
a middle-aged person,media company,3
a middle-aged person,mind general,3
a middle-aged person,moderate advanced,3
a middle-aged person,motivations middle,3
a middle-aged person,networks data,3
a middle-aged person,organization employees,3
a middle-aged person,organization network,3
a middle-aged person,organization reputation,3
a middle-aged person,payment exchange,3
a middle-aged person,person exhibit,3
a middle-aged person,person suspected,3
a middle-aged person,person threat,3
a middle-aged person,personal financial,3
a middle-aged person,phishing social,3
a middle-aged person,position authority,3
a middle-aged person,possible profile,3
a middle-aged person,possible threat,3
a middle-aged person,potential entry,3
a middle-aged person,pre existing,3
a middle-aged person,psychological manipulation,3
a middle-aged person,public sources,3
a middle-aged person,ransomware tools,3
a middle-aged person,reconnaissance target,3
a middle-aged person,reconnaissance threat,3
a middle-aged person,scenario middle,3
a middle-aged person,scheduled tasks,3
a middle-aged person,security controls,3
a middle-aged person,security measures,3
a middle-aged person,sensitive areas,3
a middle-aged person,sensitive systems,3
a middle-aged person,shouldn infer,3
a middle-aged person,simulation attacker,3
a middle-aged person,simulation involving,3
a middle-aged person,skills middle,3
a middle-aged person,sophisticated tools,3
a middle-aged person,specific individuals,3
a middle-aged person,spoofed email,3
a middle-aged person,steal credentials,3
a middle-aged person,stolen user,3
a middle-aged person,strong social,3
a middle-aged person,stuffing attacks,3
a middle-aged person,substantial experience,3
a middle-aged person,tactics threat,3
a middle-aged person,target selection,3
a middle-aged person,targeted organization,3
a middle-aged person,techniques evade,3
a middle-aged person,techniques like,3
a middle-aged person,techniques trick,3
a middle-aged person,trust attacker,3
a middle-aged person,urgency threat,3
a middle-aged person,valuable information,3
a middle-aged person,40 60,2
a middle-aged person,60 years,2
a middle-aged person,72 hours,2
a middle-aged person,access 72,2
a middle-aged person,access additional,2
a middle-aged person,access critical,2
a middle-aged person,access network,2
a middle-aged person,access organization,2
a middle-aged person,access person,2
a middle-aged person,access systems,2
a middle-aged person,access valuable,2
a middle-aged person,accessing company,2
a middle-aged person,accounts sensitive,2
a middle-aged person,achieved phishing,2
a middle-aged person,actions compromise,2
a middle-aged person,actor attempt,2
a middle-aged person,actor creates,2
a middle-aged person,actor exhibit,2
a middle-aged person,actor target,2
a middle-aged person,actor use,2
a middle-aged person,actor used,2
a middle-aged person,actor using,2
a middle-aged person,additional systems,2
a middle-aged person,age age,2
a middle-aged person,age generally,2
a middle-aged person,age middle,2
a middle-aged person,aged age,2
a middle-aged person,aged does,2
a middle-aged person,aged employee,2
a middle-aged person,aged insider,2
a middle-aged person,aged suspect,2
a middle-aged person,allowing craft,2
a middle-aged person,anonymization tools,2
a middle-aged person,approach threat,2
a middle-aged person,approach use,2
a middle-aged person,areas network,2
a middle-aged person,attack threat,2
a middle-aged person,attacker attempted,2
a middle-aged person,attacker exhibit,2
a middle-aged person,attacker exploited,2
a middle-aged person,attacker knowledge,2
a middle-aged person,attacker personal,2
a middle-aged person,attacker seeking,2
a middle-aged person,attacker substantial,2
a middle-aged person,attackers motivated,2
a middle-aged person,attacks attacker,2
a middle-aged person,attacks financial,2
a middle-aged person,attempt gain,2
a middle-aged person,attempting obtain,2
a middle-aged person,attributed middle,2
a middle-aged person,authority trust,2
a middle-aged person,authority use,2
a middle-aged person,background cybersecurity,2
a middle-aged person,behavior analyzed,2
a middle-aged person,behavior better,2
a middle-aged person,behavior financial,2
a middle-aged person,behavior motivation,2
a middle-aged person,behavior social,2
a middle-aged person,behavioral characteristics,2
a middle-aged person,behavioral patterns,2
a middle-aged person,behaviors consider,2
a middle-aged person,blackmailed leaking,2
a middle-aged person,building rapport,2
a middle-aged person,bypass security,2
a middle-aged person,capture login,2
a middle-aged person,challenge thrill,2
a middle-aged person,characteristics motivations,2
a middle-aged person,cloud storage,2
a middle-aged person,coerced blackmailed,2
a middle-aged person,coercion blackmail,2
a middle-aged person,colleague support,2
a middle-aged person,common characteristics,2
a middle-aged person,common motivation,2
a middle-aged person,communication attacker,2
a middle-aged person,communication styles,2
a middle-aged person,company identifying,2
a middle-aged person,company industry,2
a middle-aged person,company information,2
a middle-aged person,company website,2
a middle-aged person,comply requests,2
a middle-aged person,compromised password,2
a middle-aged person,conducted extensive,2
a middle-aged person,connection organization,2
a middle-aged person,contact employee,2
a middle-aged person,contact threat,2
a middle-aged person,create believable,2
a middle-aged person,credentials access,2
a middle-aged person,credentials attacker,2
a middle-aged person,credentials exploiting,2
a middle-aged person,critical data,2
a middle-aged person,critical systems,2
a middle-aged person,cyber threat,2
a middle-aged person,cybercriminal behavior,2
a middle-aged person,cybercriminal tactics,2
a middle-aged person,cybercriminals financial,2
a middle-aged person,cybersecurity enabling,2
a middle-aged person,data act,2
a middle-aged person,data outside,2
a middle-aged person,data possible,2
a middle-aged person,data systems,2
a middle-aged person,deception tactics,2
a middle-aged person,demanding payment,2
a middle-aged person,deploy sophisticated,2
a middle-aged person,devices usb,2
a middle-aged person,different tactics,2
a middle-aged person,different types,2
a middle-aged person,discovery lateral,2
a middle-aged person,disgruntled employee,2
a middle-aged person,driven personal,2
a middle-aged person,email compromised,2
a middle-aged person,emails contain,2
a middle-aged person,emails messages,2
a middle-aged person,emails social,2
a middle-aged person,emails trick,2
a middle-aged person,employee likely,2
a middle-aged person,employee operate,2
a middle-aged person,employee role,2
a middle-aged person,encrypting critical,2
a middle-aged person,engineering attacks,2
a middle-aged person,engineering exploiting,2
a middle-aged person,engineering phishing,2
a middle-aged person,engineering threat,2
a middle-aged person,enumerating users,2
a middle-aged person,escalation individual,2
a middle-aged person,espionage disruption,2
a middle-aged person,establishing foothold,2
a middle-aged person,establishing trust,2
a middle-aged person,example claim,2
a middle-aged person,exfiltrate sensitive,2
a middle-aged person,existing malware,2
a middle-aged person,experience craft,2
a middle-aged person,experience knowledge,2
a middle-aged person,experience sophistication,2
a middle-aged person,experience technical,2
a middle-aged person,experiencing financial,2
a middle-aged person,exploit legitimate,2
a middle-aged person,exploiting publicly,2
a middle-aged person,exploiting trust,2
a middle-aged person,exploiting unpatched,2
a middle-aged person,expose perceived,2
a middle-aged person,exposed services,2
a middle-aged person,extended period,2
a middle-aged person,extensive research,2
a middle-aged person,fear curiosity,2
a middle-aged person,fictional insider,2
a middle-aged person,financial difficulties,2
a middle-aged person,financial incentives,2
a middle-aged person,financial information,2
a middle-aged person,financial motivation,2
